timestamp,open,high,low,close,bid,ask,volume,extra_columns,regime
2022-04-10 15:00:00,42757.75944546,42757.75944546,42757.75944546,42757.75944546,42757.75944546,42757.75944546,0,[],0
2022-04-10 16:00:00,42792.82197604,42792.82197604,42792.82197604,42792.82197604,42792.82197604,42792.82197604,0,[],0
2022-04-10 17:00:00,43116.42698735,43116.42698735,43116.42698735,43116.42698735,43116.42698735,43116.42698735,0,[],0
2022-04-10 18:00:00,43123.51291662,43123.51291662,43123.51291662,43123.51291662,43123.51291662,43123.51291662,0,[],0
2022-04-10 19:00:00,43246.51389171,43246.51389171,43246.51389171,43246.51389171,43246.51389171,43246.51389171,0,[],0
2022-04-10 20:00:00,43099.75613071,43099.75613071,43099.75613071,43099.75613071,43099.75613071,43099.75613071,0,[],0
2022-04-10 21:00:00,42718.64564613,42718.64564613,42718.64564613,42718.64564613,42718.64564613,42718.64564613,0,[],0
2022-04-10 22:00:00,42127.85922515,42127.85922515,42127.85922515,42127.85922515,42127.85922515,42127.85922515,0,[],0
2022-04-10 23:00:00,42175.42958957,42175.42958957,42175.42958957,42175.42958957,42175.42958957,42175.42958957,0,[],0
2022-04-11 00:00:00,42312.93563453,42312.93563453,42312.93563453,42312.93563453,42312.93563453,42312.93563453,0,[],0
2022-04-11 01:00:00,42164.59781835,42164.59781835,42164.59781835,42164.59781835,42164.59781835,42164.59781835,0,[],0
2022-04-11 02:00:00,41936.65081198,41936.65081198,41936.65081198,41936.65081198,41936.65081198,41936.65081198,0,[],0
2022-04-11 03:00:00,42121.49664118,42121.49664118,42121.49664118,42121.49664118,42121.49664118,42121.49664118,0,[],0
2022-04-11 04:00:00,42271.20300428,42271.20300428,42271.20300428,42271.20300428,42271.20300428,42271.20300428,0,[],0
2022-04-11 05:00:00,42301.12412226,42301.12412226,42301.12412226,42301.12412226,42301.12412226,42301.12412226,0,[],0
2022-04-11 06:00:00,42264.23208717,42264.23208717,42264.23208717,42264.23208717,42264.23208717,42264.23208717,0,[],0
2022-04-11 07:00:00,42326.56172408,42326.56172408,42326.56172408,42326.56172408,42326.56172408,42326.56172408,0,[],0
2022-04-11 08:00:00,42213.04989309,42213.04989309,42213.04989309,42213.04989309,42213.04989309,42213.04989309,0,[],0
2022-04-11 09:00:00,41451.32637157,41451.32637157,41451.32637157,41451.32637157,41451.32637157,41451.32637157,0,[],0
2022-04-11 10:00:00,41609.95076375,41609.95076375,41609.95076375,41609.95076375,41609.95076375,41609.95076375,0,[],0
2022-04-11 11:00:00,41077.15201177,41077.15201177,41077.15201177,41077.15201177,41077.15201177,41077.15201177,0,[],0
2022-04-11 12:00:00,41158.65620533,41158.65620533,41158.65620533,41158.65620533,41158.65620533,41158.65620533,0,[],0
2022-04-11 13:00:00,41152.24082755,41152.24082755,41152.24082755,41152.24082755,41152.24082755,41152.24082755,0,[],0
2022-04-11 14:00:00,40810.45589222,40810.45589222,40810.45589222,40810.45589222,40810.45589222,40810.45589222,0,[],0
2022-04-11 15:00:00,40596.48671992,40596.48671992,40596.48671992,40596.48671992,40596.48671992,40596.48671992,0,[],0
2022-04-11 16:00:00,40764.23140899,40764.23140899,40764.23140899,40764.23140899,40764.23140899,40764.23140899,0,[],0
2022-04-11 17:00:00,40458.93016171,40458.93016171,40458.93016171,40458.93016171,40458.93016171,40458.93016171,0,[],0
2022-04-11 18:00:00,40508.78493073,40508.78493073,40508.78493073,40508.78493073,40508.78493073,40508.78493073,0,[],0
2022-04-11 19:00:00,39979.54723298,39979.54723298,39979.54723298,39979.54723298,39979.54723298,39979.54723298,0,[],0
2022-04-11 20:00:00,39847.60171322,39847.60171322,39847.60171322,39847.60171322,39847.60171322,39847.60171322,0,[],0
2022-04-11 21:00:00,39400.88516633,39400.88516633,39400.88516633,39400.88516633,39400.88516633,39400.88516633,0,[],0
2022-04-11 22:00:00,39771.97268176,39771.97268176,39771.97268176,39771.97268176,39771.97268176,39771.97268176,0,[],0
2022-04-11 23:00:00,39534.41344663,39534.41344663,39534.41344663,39534.41344663,39534.41344663,39534.41344663,0,[],0
2022-04-12 00:00:00,39551.23350646,39551.23350646,39551.23350646,39551.23350646,39551.23350646,39551.23350646,0,[],0
2022-04-12 01:00:00,39509.70754344,39509.70754344,39509.70754344,39509.70754344,39509.70754344,39509.70754344,0,[],0
2022-04-12 02:00:00,39492.70528687,39492.70528687,39492.70528687,39492.70528687,39492.70528687,39492.70528687,0,[],0
2022-04-12 03:00:00,39749.93334964,39749.93334964,39749.93334964,39749.93334964,39749.93334964,39749.93334964,0,[],0
2022-04-12 04:00:00,39926.93745562,39926.93745562,39926.93745562,39926.93745562,39926.93745562,39926.93745562,0,[],0
2022-04-12 05:00:00,40112.31672661,40112.31672661,40112.31672661,40112.31672661,40112.31672661,40112.31672661,0,[],0
2022-04-12 06:00:00,39943.22954525,39943.22954525,39943.22954525,39943.22954525,39943.22954525,39943.22954525,0,[],0
2022-04-12 07:00:00,40193.01231361,40193.01231361,40193.01231361,40193.01231361,40193.01231361,40193.01231361,0,[],0
2022-04-12 08:00:00,40192.18244351,40192.18244351,40192.18244351,40192.18244351,40192.18244351,40192.18244351,0,[],0
2022-04-12 09:00:00,40225.33664925,40225.33664925,40225.33664925,40225.33664925,40225.33664925,40225.33664925,0,[],0
2022-04-12 10:00:00,40156.66898055,40156.66898055,40156.66898055,40156.66898055,40156.66898055,40156.66898055,0,[],0
2022-04-12 11:00:00,40380.83449412,40380.83449412,40380.83449412,40380.83449412,40380.83449412,40380.83449412,0,[],0
2022-04-12 12:00:00,40626.38566365,40626.38566365,40626.38566365,40626.38566365,40626.38566365,40626.38566365,0,[],0
2022-04-12 13:00:00,40409.23568531,40409.23568531,40409.23568531,40409.23568531,40409.23568531,40409.23568531,0,[],0
2022-04-12 14:00:00,40004.00598779,40004.00598779,40004.00598779,40004.00598779,40004.00598779,40004.00598779,0,[],0
2022-04-12 15:00:00,40190.40469339,40190.40469339,40190.40469339,40190.40469339,40190.40469339,40190.40469339,0,[],0
2022-04-12 16:00:00,40106.86606124,40106.86606124,40106.86606124,40106.86606124,40106.86606124,40106.86606124,0,[],0
2022-04-12 17:00:00,40023.23516073,40023.23516073,40023.23516073,40023.23516073,40023.23516073,40023.23516073,0,[],0
2022-04-12 18:00:00,39680.79120031,39680.79120031,39680.79120031,39680.79120031,39680.79120031,39680.79120031,0,[],0
2022-04-12 19:00:00,39312.3526833,39312.3526833,39312.3526833,39312.3526833,39312.3526833,39312.3526833,0,[],0
2022-04-12 20:00:00,39529.15578493,39529.15578493,39529.15578493,39529.15578493,39529.15578493,39529.15578493,0,[],0
2022-04-12 21:00:00,39700.17590323,39700.17590323,39700.17590323,39700.17590323,39700.17590323,39700.17590323,0,[],0
2022-04-12 22:00:00,39842.36198646,39842.36198646,39842.36198646,39842.36198646,39842.36198646,39842.36198646,0,[],0
2022-04-12 23:00:00,40080.89327952,40080.89327952,40080.89327952,40080.89327952,40080.89327952,40080.89327952,0,[],0
2022-04-13 00:00:00,39943.54327343,39943.54327343,39943.54327343,39943.54327343,39943.54327343,39943.54327343,0,[],0
2022-04-13 01:00:00,39872.67478554,39872.67478554,39872.67478554,39872.67478554,39872.67478554,39872.67478554,0,[],0
2022-04-13 02:00:00,40061.52597515,40061.52597515,40061.52597515,40061.52597515,40061.52597515,40061.52597515,0,[],0
2022-04-13 03:00:00,40081.81559373,40081.81559373,40081.81559373,40081.81559373,40081.81559373,40081.81559373,0,[],0
2022-04-13 04:00:00,40142.42873226,40142.42873226,40142.42873226,40142.42873226,40142.42873226,40142.42873226,0,[],0
2022-04-13 05:00:00,40192.49727111,40192.49727111,40192.49727111,40192.49727111,40192.49727111,40192.49727111,0,[],0
2022-04-13 06:00:00,39966.48059932,39966.48059932,39966.48059932,39966.48059932,39966.48059932,39966.48059932,0,[],0
2022-04-13 07:00:00,40137.27349766,40137.27349766,40137.27349766,40137.27349766,40137.27349766,40137.27349766,0,[],0
2022-04-13 08:00:00,40167.89359325,40167.89359325,40167.89359325,40167.89359325,40167.89359325,40167.89359325,0,[],0
2022-04-13 09:00:00,40088.51553064,40088.51553064,40088.51553064,40088.51553064,40088.51553064,40088.51553064,0,[],0
2022-04-13 10:00:00,39815.32406466,39815.32406466,39815.32406466,39815.32406466,39815.32406466,39815.32406466,0,[],0
2022-04-13 11:00:00,39730.21819808,39730.21819808,39730.21819808,39730.21819808,39730.21819808,39730.21819808,0,[],0
2022-04-13 12:00:00,39710.23119748,39710.23119748,39710.23119748,39710.23119748,39710.23119748,39710.23119748,0,[],0
2022-04-13 13:00:00,40534.05319476,40534.05319476,40534.05319476,40534.05319476,40534.05319476,40534.05319476,0,[],0
2022-04-13 14:00:00,40656.79666831,40656.79666831,40656.79666831,40656.79666831,40656.79666831,40656.79666831,0,[],0
2022-04-13 15:00:00,41173.93014762,41173.93014762,41173.93014762,41173.93014762,41173.93014762,41173.93014762,0,[],0
2022-04-13 16:00:00,41026.60218651,41026.60218651,41026.60218651,41026.60218651,41026.60218651,41026.60218651,0,[],0
2022-04-13 17:00:00,41052.9504236,41052.9504236,41052.9504236,41052.9504236,41052.9504236,41052.9504236,0,[],0
2022-04-13 18:00:00,41373.86079238,41373.86079238,41373.86079238,41373.86079238,41373.86079238,41373.86079238,0,[],0
2022-04-13 19:00:00,41070.96206228,41070.96206228,41070.96206228,41070.96206228,41070.96206228,41070.96206228,0,[],0
2022-04-13 20:00:00,41250.54287807,41250.54287807,41250.54287807,41250.54287807,41250.54287807,41250.54287807,0,[],0
2022-04-13 21:00:00,41228.85552283,41228.85552283,41228.85552283,41228.85552283,41228.85552283,41228.85552283,0,[],0
2022-04-13 22:00:00,41286.45758531,41286.45758531,41286.45758531,41286.45758531,41286.45758531,41286.45758531,0,[],0
2022-04-13 23:00:00,41151.86645498,41151.86645498,41151.86645498,41151.86645498,41151.86645498,41151.86645498,0,[],0
2022-04-14 00:00:00,41196.18587344,41196.18587344,41196.18587344,41196.18587344,41196.18587344,41196.18587344,0,[],0
2022-04-14 01:00:00,41476.46046574,41476.46046574,41476.46046574,41476.46046574,41476.46046574,41476.46046574,0,[],0
2022-04-14 02:00:00,41428.63963254,41428.63963254,41428.63963254,41428.63963254,41428.63963254,41428.63963254,0,[],0
2022-04-14 03:00:00,41315.58877678,41315.58877678,41315.58877678,41315.58877678,41315.58877678,41315.58877678,0,[],0
2022-04-14 04:00:00,41300.00957973,41300.00957973,41300.00957973,41300.00957973,41300.00957973,41300.00957973,0,[],0
2022-04-14 05:00:00,41318.00694491,41318.00694491,41318.00694491,41318.00694491,41318.00694491,41318.00694491,0,[],0
2022-04-14 06:00:00,41208.93806241,41208.93806241,41208.93806241,41208.93806241,41208.93806241,41208.93806241,0,[],0
2022-04-14 07:00:00,41281.08211307,41281.08211307,41281.08211307,41281.08211307,41281.08211307,41281.08211307,0,[],0
2022-04-14 08:00:00,41179.36211726,41179.36211726,41179.36211726,41179.36211726,41179.36211726,41179.36211726,0,[],0
2022-04-14 09:00:00,41192.40088738,41192.40088738,41192.40088738,41192.40088738,41192.40088738,41192.40088738,0,[],0
2022-04-14 10:00:00,40953.87731098,40953.87731098,40953.87731098,40953.87731098,40953.87731098,40953.87731098,0,[],0
2022-04-14 11:00:00,40928.02078667,40928.02078667,40928.02078667,40928.02078667,40928.02078667,40928.02078667,0,[],0
2022-04-14 12:00:00,41160.55600455,41160.55600455,41160.55600455,41160.55600455,41160.55600455,41160.55600455,0,[],0
2022-04-14 13:00:00,40618.47684498,40618.47684498,40618.47684498,40618.47684498,40618.47684498,40618.47684498,0,[],0
2022-04-14 14:00:00,40444.29871554,40444.29871554,40444.29871554,40444.29871554,40444.29871554,40444.29871554,0,[],0
2022-04-14 15:00:00,39975.1296041,39975.1296041,39975.1296041,39975.1296041,39975.1296041,39975.1296041,0,[],0
2022-04-14 16:00:00,39956.08867629,39956.08867629,39956.08867629,39956.08867629,39956.08867629,39956.08867629,0,[],0
2022-04-14 17:00:00,39993.03248102,39993.03248102,39993.03248102,39993.03248102,39993.03248102,39993.03248102,0,[],0
2022-04-14 18:00:00,39665.10871233,39665.10871233,39665.10871233,39665.10871233,39665.10871233,39665.10871233,0,[],0
2022-04-14 19:00:00,39779.69918742,39779.69918742,39779.69918742,39779.69918742,39779.69918742,39779.69918742,0,[],0
2022-04-14 20:00:00,39896.07621458,39896.07621458,39896.07621458,39896.07621458,39896.07621458,39896.07621458,0,[],0
2022-04-14 21:00:00,39977.81868057,39977.81868057,39977.81868057,39977.81868057,39977.81868057,39977.81868057,0,[],0
2022-04-14 22:00:00,39853.52674351,39853.52674351,39853.52674351,39853.52674351,39853.52674351,39853.52674351,0,[],0
2022-04-14 23:00:00,39944.31160945,39944.31160945,39944.31160945,39944.31160945,39944.31160945,39944.31160945,0,[],0
2022-04-15 00:00:00,39916.17028557,39916.17028557,39916.17028557,39916.17028557,39916.17028557,39916.17028557,0,[],0
2022-04-15 01:00:00,39948.94454305,39948.94454305,39948.94454305,39948.94454305,39948.94454305,39948.94454305,0,[],0
2022-04-15 02:00:00,40020.23491198,40020.23491198,40020.23491198,40020.23491198,40020.23491198,40020.23491198,0,[],0
2022-04-15 03:00:00,40200.4588569,40200.4588569,40200.4588569,40200.4588569,40200.4588569,40200.4588569,0,[],0
2022-04-15 04:00:00,40107.96980879,40107.96980879,40107.96980879,40107.96980879,40107.96980879,40107.96980879,0,[],0
2022-04-15 05:00:00,40137.48886565,40137.48886565,40137.48886565,40137.48886565,40137.48886565,40137.48886565,0,[],0
2022-04-15 06:00:00,40046.54170052,40046.54170052,40046.54170052,40046.54170052,40046.54170052,40046.54170052,0,[],0
2022-04-15 07:00:00,40244.69991837,40244.69991837,40244.69991837,40244.69991837,40244.69991837,40244.69991837,0,[],0
2022-04-15 08:00:00,40160.67863357,40160.67863357,40160.67863357,40160.67863357,40160.67863357,40160.67863357,0,[],0
2022-04-15 09:00:00,40122.06108035,40122.06108035,40122.06108035,40122.06108035,40122.06108035,40122.06108035,0,[],0
2022-04-15 10:00:00,40274.95656982,40274.95656982,40274.95656982,40274.95656982,40274.95656982,40274.95656982,0,[],0
2022-04-15 11:00:00,40228.33103368,40228.33103368,40228.33103368,40228.33103368,40228.33103368,40228.33103368,0,[],0
2022-04-15 12:00:00,40163.57283011,40163.57283011,40163.57283011,40163.57283011,40163.57283011,40163.57283011,0,[],0
2022-04-15 13:00:00,40048.11538732,40048.11538732,40048.11538732,40048.11538732,40048.11538732,40048.11538732,0,[],0
2022-04-15 14:00:00,40454.26291132,40454.26291132,40454.26291132,40454.26291132,40454.26291132,40454.26291132,0,[],0
2022-04-15 15:00:00,40418.41680871,40418.41680871,40418.41680871,40418.41680871,40418.41680871,40418.41680871,0,[],0
2022-04-15 16:00:00,40392.71214406,40392.71214406,40392.71214406,40392.71214406,40392.71214406,40392.71214406,0,[],0
2022-04-15 17:00:00,40442.27717561,40442.27717561,40442.27717561,40442.27717561,40442.27717561,40442.27717561,0,[],0
2022-04-15 18:00:00,40396.37009342,40396.37009342,40396.37009342,40396.37009342,40396.37009342,40396.37009342,0,[],0
2022-04-15 19:00:00,40323.41305824,40323.41305824,40323.41305824,40323.41305824,40323.41305824,40323.41305824,0,[],0
2022-04-15 20:00:00,40407.4481128,40407.4481128,40407.4481128,40407.4481128,40407.4481128,40407.4481128,0,[],0
2022-04-15 21:00:00,40434.81525693,40434.81525693,40434.81525693,40434.81525693,40434.81525693,40434.81525693,0,[],0
2022-04-15 22:00:00,40477.67957866,40477.67957866,40477.67957866,40477.67957866,40477.67957866,40477.67957866,0,[],0
2022-04-15 23:00:00,40545.47153614,40545.47153614,40545.47153614,40545.47153614,40545.47153614,40545.47153614,0,[],0
2022-04-16 00:00:00,40564.14140222,40564.14140222,40564.14140222,40564.14140222,40564.14140222,40564.14140222,0,[],0
2022-04-16 01:00:00,40590.89144298,40590.89144298,40590.89144298,40590.89144298,40590.89144298,40590.89144298,0,[],0
2022-04-16 02:00:00,40534.34474308,40534.34474308,40534.34474308,40534.34474308,40534.34474308,40534.34474308,0,[],0
2022-04-16 03:00:00,40444.88884488,40444.88884488,40444.88884488,40444.88884488,40444.88884488,40444.88884488,0,[],0
2022-04-16 04:00:00,40538.87315727,40538.87315727,40538.87315727,40538.87315727,40538.87315727,40538.87315727,0,[],0
2022-04-16 05:00:00,40465.22723369,40465.22723369,40465.22723369,40465.22723369,40465.22723369,40465.22723369,0,[],0
2022-04-16 06:00:00,40431.06949368,40431.06949368,40431.06949368,40431.06949368,40431.06949368,40431.06949368,0,[],0
2022-04-16 07:00:00,40403.12303019,40403.12303019,40403.12303019,40403.12303019,40403.12303019,40403.12303019,0,[],0
2022-04-16 08:00:00,40378.71456744,40378.71456744,40378.71456744,40378.71456744,40378.71456744,40378.71456744,0,[],0
2022-04-16 09:00:00,40338.14582585,40338.14582585,40338.14582585,40338.14582585,40338.14582585,40338.14582585,0,[],0
2022-04-16 10:00:00,40428.42522866,40428.42522866,40428.42522866,40428.42522866,40428.42522866,40428.42522866,0,[],0
2022-04-16 11:00:00,40425.45990579,40425.45990579,40425.45990579,40425.45990579,40425.45990579,40425.45990579,0,[],0
2022-04-16 12:00:00,40462.62125444,40462.62125444,40462.62125444,40462.62125444,40462.62125444,40462.62125444,0,[],0
2022-04-16 13:00:00,40448.35734967,40448.35734967,40448.35734967,40448.35734967,40448.35734967,40448.35734967,0,[],0
2022-04-16 14:00:00,40502.66296428,40502.66296428,40502.66296428,40502.66296428,40502.66296428,40502.66296428,0,[],0
2022-04-16 15:00:00,40071.90592372,40071.90592372,40071.90592372,40071.90592372,40071.90592372,40071.90592372,0,[],0
2022-04-16 16:00:00,40216.73008486,40216.73008486,40216.73008486,40216.73008486,40216.73008486,40216.73008486,0,[],0
2022-04-16 17:00:00,40154.31416726,40154.31416726,40154.31416726,40154.31416726,40154.31416726,40154.31416726,0,[],0
2022-04-16 18:00:00,40196.46873989,40196.46873989,40196.46873989,40196.46873989,40196.46873989,40196.46873989,0,[],0
2022-04-16 19:00:00,40226.75961302,40226.75961302,40226.75961302,40226.75961302,40226.75961302,40226.75961302,0,[],0
2022-04-16 20:00:00,40294.10652791,40294.10652791,40294.10652791,40294.10652791,40294.10652791,40294.10652791,0,[],0
2022-04-16 21:00:00,40495.8724449,40495.8724449,40495.8724449,40495.8724449,40495.8724449,40495.8724449,0,[],0
2022-04-16 22:00:00,40414.25085095,40414.25085095,40414.25085095,40414.25085095,40414.25085095,40414.25085095,0,[],0
2022-04-16 23:00:00,40386.98753653,40386.98753653,40386.98753653,40386.98753653,40386.98753653,40386.98753653,0,[],0
2022-04-17 00:00:00,40383.62048025,40383.62048025,40383.62048025,40383.62048025,40383.62048025,40383.62048025,0,[],0
2022-04-17 01:00:00,40398.51429611,40398.51429611,40398.51429611,40398.51429611,40398.51429611,40398.51429611,0,[],0
2022-04-17 02:00:00,40177.85636137,40177.85636137,40177.85636137,40177.85636137,40177.85636137,40177.85636137,0,[],0
2022-04-17 03:00:00,40245.34458586,40245.34458586,40245.34458586,40245.34458586,40245.34458586,40245.34458586,0,[],0
2022-04-17 04:00:00,40290.66035877,40290.66035877,40290.66035877,40290.66035877,40290.66035877,40290.66035877,0,[],0
2022-04-17 05:00:00,40368.83286498,40368.83286498,40368.83286498,40368.83286498,40368.83286498,40368.83286498,0,[],0
2022-04-17 06:00:00,40331.14095935,40331.14095935,40331.14095935,40331.14095935,40331.14095935,40331.14095935,0,[],0
2022-04-17 07:00:00,40295.9639066,40295.9639066,40295.9639066,40295.9639066,40295.9639066,40295.9639066,0,[],0
2022-04-17 08:00:00,40403.1893029,40403.1893029,40403.1893029,40403.1893029,40403.1893029,40403.1893029,0,[],0
2022-04-17 09:00:00,40425.50952205,40425.50952205,40425.50952205,40425.50952205,40425.50952205,40425.50952205,0,[],0
2022-04-17 10:00:00,40420.50546971,40420.50546971,40420.50546971,40420.50546971,40420.50546971,40420.50546971,0,[],0
2022-04-17 11:00:00,40473.86326782,40473.86326782,40473.86326782,40473.86326782,40473.86326782,40473.86326782,0,[],0
2022-04-17 12:00:00,40431.26862094,40431.26862094,40431.26862094,40431.26862094,40431.26862094,40431.26862094,0,[],0
2022-04-17 13:00:00,40317.06450456,40317.06450456,40317.06450456,40317.06450456,40317.06450456,40317.06450456,0,[],0
2022-04-17 14:00:00,40354.59357577,40354.59357577,40354.59357577,40354.59357577,40354.59357577,40354.59357577,0,[],0
2022-04-17 15:00:00,40457.48097475,40457.48097475,40457.48097475,40457.48097475,40457.48097475,40457.48097475,0,[],0
2022-04-17 16:00:00,40211.61650194,40211.61650194,40211.61650194,40211.61650194,40211.61650194,40211.61650194,0,[],0
2022-04-17 17:00:00,40109.68544504,40109.68544504,40109.68544504,40109.68544504,40109.68544504,40109.68544504,0,[],0
2022-04-17 18:00:00,40135.31231264,40135.31231264,40135.31231264,40135.31231264,40135.31231264,40135.31231264,0,[],0
2022-04-17 19:00:00,40383.56854578,40383.56854578,40383.56854578,40383.56854578,40383.56854578,40383.56854578,0,[],0
2022-04-17 20:00:00,40272.06892865,40272.06892865,40272.06892865,40272.06892865,40272.06892865,40272.06892865,0,[],0
2022-04-17 21:00:00,40215.18941245,40215.18941245,40215.18941245,40215.18941245,40215.18941245,40215.18941245,0,[],0
2022-04-17 22:00:00,40012.27723146,40012.27723146,40012.27723146,40012.27723146,40012.27723146,40012.27723146,0,[],0
2022-04-17 23:00:00,39689.14983677,39689.14983677,39689.14983677,39689.14983677,39689.14983677,39689.14983677,0,[],0
2022-04-18 00:00:00,39739.35918435,39739.35918435,39739.35918435,39739.35918435,39739.35918435,39739.35918435,0,[],0
2022-04-18 01:00:00,39758.97611051,39758.97611051,39758.97611051,39758.97611051,39758.97611051,39758.97611051,0,[],0
2022-04-18 02:00:00,39801.68146269,39801.68146269,39801.68146269,39801.68146269,39801.68146269,39801.68146269,0,[],0
2022-04-18 03:00:00,39824.85788504,39824.85788504,39824.85788504,39824.85788504,39824.85788504,39824.85788504,0,[],0
2022-04-18 04:00:00,38830.20663967,38830.20663967,38830.20663967,38830.20663967,38830.20663967,38830.20663967,0,[],0
2022-04-18 05:00:00,38936.74990501,38936.74990501,38936.74990501,38936.74990501,38936.74990501,38936.74990501,0,[],0
2022-04-18 06:00:00,38993.33722498,38993.33722498,38993.33722498,38993.33722498,38993.33722498,38993.33722498,0,[],0
2022-04-18 07:00:00,38929.82518441,38929.82518441,38929.82518441,38929.82518441,38929.82518441,38929.82518441,0,[],0
2022-04-18 08:00:00,38882.77767035,38882.77767035,38882.77767035,38882.77767035,38882.77767035,38882.77767035,0,[],0
2022-04-18 09:00:00,38985.71269853,38985.71269853,38985.71269853,38985.71269853,38985.71269853,38985.71269853,0,[],0
2022-04-18 10:00:00,38936.30435519,38936.30435519,38936.30435519,38936.30435519,38936.30435519,38936.30435519,0,[],0
2022-04-18 11:00:00,39009.6758126,39009.6758126,39009.6758126,39009.6758126,39009.6758126,39009.6758126,0,[],0
2022-04-18 12:00:00,39408.70378952,39408.70378952,39408.70378952,39408.70378952,39408.70378952,39408.70378952,0,[],0
2022-04-18 13:00:00,39337.0955476,39337.0955476,39337.0955476,39337.0955476,39337.0955476,39337.0955476,0,[],0
2022-04-18 14:00:00,39349.16285422,39349.16285422,39349.16285422,39349.16285422,39349.16285422,39349.16285422,0,[],0
2022-04-18 15:00:00,39263.0021915,39263.0021915,39263.0021915,39263.0021915,39263.0021915,39263.0021915,0,[],0
2022-04-18 16:00:00,39479.23505495,39479.23505495,39479.23505495,39479.23505495,39479.23505495,39479.23505495,0,[],0
2022-04-18 17:00:00,40220.5577648,40220.5577648,40220.5577648,40220.5577648,40220.5577648,40220.5577648,0,[],0
2022-04-18 18:00:00,40659.13683997,40659.13683997,40659.13683997,40659.13683997,40659.13683997,40659.13683997,0,[],0
2022-04-18 19:00:00,40685.37514484,40685.37514484,40685.37514484,40685.37514484,40685.37514484,40685.37514484,0,[],0
2022-04-18 20:00:00,40674.23623804,40674.23623804,40674.23623804,40674.23623804,40674.23623804,40674.23623804,0,[],0
2022-04-18 21:00:00,40808.92469229,40808.92469229,40808.92469229,40808.92469229,40808.92469229,40808.92469229,0,[],0
